Unnamed: 0.1,zip code,number_registration,Population,household count,"<10,000","10,000~14,999","15,000~24,999","25,000~34,999","35,000~49,999","50,000~74,999","75,000~99,999","100,000~149,999","150,000~199,999",">200,000",EV charging station number,housing_price_index
204,98237,12,4370,1648,6.6,7.9,16.4,5.3,14,21.4,14.1,9.4,4.5,0.4,2,252.09
205,98240,22,3099,1174,1.5,0,6.4,9.4,6,42.2,18,12.3,3,1.3,2,375.14
206,98043,197,20774,8194,3.4,3.9,7.1,6.6,14.6,20.6,20.3,14.3,5.4,3.8,7,1671.74
207,98134,85,847,199,8.5,7,2,4.5,20.1,28.1,10.6,13.1,6,0,64,1797.85
208,98188,181,24912,9631,7.6,4.9,12.8,12.7,15.1,21.3,10.3,9.1,4.1,2.3,56,1176.36
209,98671,253,22896,8134,3.9,2,7.7,7.6,12.6,16.9,19.3,18.8,6.6,4.5,0,860.85
210,98126,423,22632,9749,6.7,3.8,7.6,5.9,12.9,16.3,11.4,16,10.5,8.9,1,1652.4
211,98684,230,27550,10136,2.5,2.2,8.4,11.2,14.1,22,14.7,17,4.9,3,13,634.85
212,98045,356,14484,5426,4.2,2.8,4.8,3.9,12,11.9,13.4,23,12.1,11.9,26,1528.66
213,98664,217,22018,8823,2.9,2.6,9.6,12.8,18.3,22.6,8.9,14.6,3.1,4.6,1,973.31
214,98104,347,13989,7529,18.1,8.7,13.1,11.3,9,13.3,7.7,9.3,3.4,6.1,98,2317.78
215,98102,434,24030,14565,4.7,1.9,5.6,6.2,10.9,18.8,13.9,19.9,7.5,10.6,16,842.79
216,99202,63,19730,6850,16.3,10.5,14,10.5,17.7,13.3,7.8,4.7,3.9,1.4,12,489.56
217,98133,519,47522,21269,8.5,5.1,9.5,10.4,12.3,17,11.3,15.7,6.4,3.7,14,1797.85
218,98665,223,26275,9713,5.1,4,10.5,10.1,14.7,22,14,11.2,5.9,2.5,7,675.66
219,98802,123,29791,10788,4,3.2,10.1,11.3,14,22.6,15.2,13.1,4.5,1.9,4,1161.13
220,98146,295,27456,9670,5.2,4,8.6,9.5,14.7,16.7,12.2,15.5,8.4,5.2,1,1658.83
221,98178,254,26251,8973,5.5,2.5,9.2,9.5,12.1,18.7,16.2,17.6,4.6,4.1,0,1324.3
222,98661,325,44829,17838,6.4,6.5,13.6,11.7,16.6,18.2,12.3,9.8,2.3,2.5,11,1157.25
223,98902,63,46300,16322,8.9,7.4,14.6,13.4,17.2,20.4,10,5.7,0.9,1.5,16,811.8
224,98203,283,34628,13257,5.6,3.9,9.9,10.7,9.2,20,15,15.3,6.3,4.3,8,1353.97
225,98058,484,43747,15690,3.2,1.9,4.8,6.2,11.2,19,14.3,21.9,9.7,7.7,4,1276.09
226,98204,169,41576,16574,7.1,5.1,11.7,10.3,19.6,21.9,10.1,10.8,2.3,1.1,14,1056.44
227,98030,210,37213,11789,9.4,3.6,8.2,10.5,13.8,19,12.4,16.2,4.3,2.5,6,989.54
228,98027,715,28879,11142,4,1.3,3.5,3.7,9.7,14.3,11.6,21.4,13.4,17.2,32,1547.21
229,98826,102,6827,2923,13.2,3.7,9.5,9,14.5,19.8,10.4,14.2,4.8,0.9,34,604.6
230,98026,528,36844,14559,2,1.8,6.8,5.2,10.8,19.3,15.6,19.3,10.8,8.5,9,1705.17
231,98148,102,11257,4464,7.6,5.6,10.1,11,18,17.7,9.7,12.6,5.2,2.5,4,695.52
232,98815,36,7444,2537,4.9,3.6,10.1,8.2,13,25.5,12.7,10.4,6.7,4.9,0,521.32
233,98953,8,6936,2033,0.3,4,7.3,5.4,19.4,28.4,11.7,17.3,2.5,3.6,4,322.74
234,98922,89,5959,2637,3.3,7.3,14.5,10.9,10.6,22.1,14.2,12.2,1.2,3.7,18,307.8
235,99004,78,19492,6980,14.3,4.9,12.1,10.4,14.3,16.4,11.3,12.8,1.8,1.7,0,379.98
236,98686,253,19212,7237,4.4,2.6,4.8,5.6,13.7,18.6,15.2,20.1,8,7.1,6,653.84
237,98841,8,8538,3439,7.7,8.1,15.8,9.4,12.6,17.7,10.2,13,4.7,0.9,1,331.09
238,98424,100,10705,3874,4.3,2.7,7.9,10.7,14.8,21.6,15.7,14.7,5.2,2.4,6,365.54
239,99203,165,20994,9068,3.8,2.4,6.4,8,12.2,19.4,14.1,18.4,8.1,7.2,2,1228.52
240,98531,95,25297,9649,9.8,6.5,12.9,12.9,16.9,18.7,9.8,8.7,1.7,2.1,25,684.44
241,98014,229,6946,2634,1.6,1.9,2.8,4.3,9.4,14.2,16.4,19.2,13.6,16.6,0,946.76
242,98328,60,9300,3728,3.4,5.7,8.1,6.5,11.7,25.5,14.8,17.6,4.1,2.6,0,436.16
243,98332,333,17208,6354,4.4,1.5,4.2,8.2,8,16.4,12.8,19,9.7,15.7,2,1117.24
244,99353,105,14952,5106,3,2.5,6.4,6.8,9.4,17,14.7,22.7,11.3,6.1,0,433.68
245,98335,402,25830,9781,4,1.6,6.5,6.5,9.3,17.9,14.3,17.9,8.4,13.5,15,1135.85
246,98584,196,36731,13332,6.6,5.9,12.7,12.1,14.7,19.8,12.5,11.3,2.6,1.9,8,505.34
247,98340,44,3126,1409,7.8,3.1,7.5,7,12.5,13.6,11.6,27.8,8.2,0.9,0,355.99
248,98248,160,23163,8502,9.6,4.2,7.7,11.2,9,18.8,15.9,16.5,5.1,1.8,1,1003.74
249,98604,280,35577,11566,3.5,2.7,6,7.6,12.8,20.6,16.5,19,6,5.4,0,710.59
250,98392,40,3086,1278,5.5,4.1,8.8,9.5,17.6,19.8,14.2,13.4,2.8,4.3,4,367.67
251,98349,38,4509,1783,5.8,8.6,4.8,8.3,18.6,25.6,12.1,7.2,5.4,3.6,0,405.86
252,98569,49,6126,3011,5.6,11.5,11.3,18.9,18,15.9,6.8,9.4,2,0.6,4,310.1
253,98366,233,32916,12186,6.9,3.8,9.9,9.1,13.5,21.2,12.5,16.1,4.8,2.2,8,967.64
254,99336,117,50529,18174,9.2,6.2,14.6,10,15.6,20.5,11.9,7.5,2.5,2,10,828.57
255,98372,187,24849,9302,4.3,3.9,4.7,7.6,15.8,18.9,15.7,15.4,7,6.7,6,660.92
256,98390,83,10822,4278,5,3.1,9.4,8.1,17.4,18.8,11.9,16.5,6.2,3.5,5,632.42
257,98374,361,38927,13473,3.4,3.5,6.9,6.4,10.3,17,17,22.1,9.1,4.3,10,895.94
258,98546,34,3118,1134,2.8,0.8,6.8,11.4,10.1,25.7,16.2,17.7,5.1,3.3,0,431.42
259,98382,272,27454,12640,4.9,5.6,11.2,12.7,17.3,19.1,12.4,10.9,3.4,2.4,16,456.09
260,98579,57,13894,4678,2,4.3,8.6,7.2,14.8,25,13.8,17.9,3.6,2.8,2,596.3
261,98405,124,24125,9569,10.4,7.1,11.8,8.8,15.1,19.5,12.6,10.7,3.1,0.8,11,1230.52
262,98311,168,27750,9979,2.1,2.9,7.3,8.4,12.4,20.6,20.8,16.9,5.8,2.7,0,936.28
263,99344,20,17311,4780,6.3,4.2,14.3,11.9,16.1,22.7,11.5,10,2,1,0,663.88
264,99212,112,19090,8169,7.3,6.8,9.5,13.1,14.7,21.2,9.9,11.4,3.8,2.1,5,779.55
265,98629,96,8382,2835,5.2,1.5,2.8,4.3,13.6,20,18,21.9,4.8,7.8,0,377.23
266,98274,152,17580,6562,5,2.2,7.3,9,14.3,21.7,13.2,17.4,4.3,5.5,0,1113.74
267,98271,194,28509,10204,4.5,2.7,5.6,6.9,14.1,24.1,15,16.7,7.4,2.9,15,1222.42
268,98625,49,6846,2485,5.4,3.3,5.6,8,16.4,21,11,19.4,6.1,3.7,4,357.93
269,98275,376,20994,8047,2.4,1.1,3.6,5.1,7.3,16.1,14.9,23.8,11.8,13.9,7,659.95
270,98640,38,3942,1877,10.6,8.4,25,7.6,20.2,12.6,7.2,7.9,0,0.5,0,252.05
271,98632,181,48512,19585,9.8,6.2,15.5,11.4,14.6,17.2,10.5,9.8,3.1,1.9,4,968.04
272,98284,108,25940,9141,7.3,3.8,8.1,9.5,16.5,18.1,14.9,15.3,5,1.4,0,895.84
273,98282,207,15968,6481,3.5,2.6,6.1,7.5,12.3,19.4,19.4,16.8,5.9,6.4,4,601.77
274,99218,40,16255,5956,7.8,5.1,13.3,16,10.4,17.4,13.8,10,3.5,2.5,3,783.75
275,98292,179,21766,8299,5.5,3.4,6.1,8.2,11,16.8,16.7,19.3,7.3,5.8,0,786.14
276,98092,414,43156,15488,3.2,1.3,5.5,6.5,13.7,19.4,15.2,19.2,8.8,7,7,1170.48
277,98612,19,2676,1129,4.2,6.7,10.3,10.1,19.1,25.6,6.4,15.3,0.4,1.9,2,326.43
278,99205,79,43031,17769,7.2,5.2,11.8,12.9,16.8,21.6,14.4,8,1.2,0.8,14,1031.08
279,98294,62,6659,2679,11.3,1.9,8,8.2,7.9,27,18.5,13,2.2,2.1,2,387.76
280,98418,43,9822,3685,11.4,7.3,11.7,7.3,14.4,17.8,17.4,8.2,3.7,0.8,0,634.84
281,98444,95,34771,12772,8.8,7.6,13,13.4,19.9,18.9,8.5,7.5,1.8,0.6,3,1017.3
282,98409,157,23411,9466,8.5,5.2,11.2,11.8,15,23.3,11.5,11.7,1.5,0.3,35,665.11
283,98006,873,37819,13378,2.8,0.4,3.6,4.6,7.7,10.7,12.1,19.9,14.8,23.5,14,1930.56
284,98052,1073,63724,25255,3.4,2.2,3.6,3.9,6.4,13.2,12.2,22.1,13.6,19.4,62,1988.39
285,98087,353,36649,12725,3.7,2.9,5.8,7.5,13.1,21.3,16.1,18.1,7.6,4,12,1285.34
286,98070,357,9844,4635,3.2,3.8,10.6,7.1,16.7,12.9,8.7,18.6,9.5,9,2,411.39
287,98075,781,23413,7470,1.5,1.1,1.8,1.9,3.6,6.8,8.1,21.2,17.3,36.8,10,1522.52
288,98055,295,22906,9133,3.4,3.5,7.2,8.5,14.2,21.5,16.6,14.4,5.6,5.2,21,1164.23
289,99362,169,41752,15165,9.1,6.1,10.4,11.1,14.3,19.8,12.1,9.3,4.2,3.5,27,967.2
290,99349,7,8842,1823,3.4,1.8,4.1,21.2,14,30.1,15.6,8.7,0,1,0,194.95
291,98074,857,27184,8913,2,1,1.5,2.7,2.9,6.7,7,23.6,20.4,32.3,6,1261.78
292,99352,284,29963,11782,4.8,3.1,9.2,6.1,11.6,15.1,11.9,18.9,9.2,10,16,678.27
293,98005,655,18059,7520,3.2,3.2,4.1,4.3,8.4,14.7,14.3,19.8,10.6,17.5,102,1646.14
294,98004,918,33124,15598,4.3,2.7,4.6,5.2,6.4,10.6,9.4,21,12.6,23.4,246,1876.5
295,98059,692,37217,13408,2.7,1.4,4.4,5.8,9,15.4,13.1,23.2,12.6,12.3,3,1625.18
296,98065,481,14642,4703,0.5,0.6,1.6,2,4.5,7.1,18.7,26,19.6,19.3,22,436.74
297,98053,771,21809,8043,2.3,0.9,3.1,3.7,6.5,12,8.8,23.1,13.8,25.8,4,955.72
298,98056,540,35140,13830,4.4,3,6.6,6.8,12.2,16.6,13.7,18.8,7.8,10.1,55,1282.51
299,98038,510,34932,12084,2.2,1.7,3.7,3.3,7.5,17.1,16.5,25.9,11.4,10.7,2,1140.6
300,99338,159,14698,4843,2.2,0.9,4.7,4.6,9.6,13,16.1,25.6,15.3,8.1,8,432.64
301,98023,384,50333,17681,2.7,2.5,6.8,7.7,12.3,18.8,14.7,21.5,7.1,5.9,2,1271.45
302,99208,223,52316,20204,5.4,5.3,11.1,10.4,11.8,18.5,12.3,15.3,6.4,3.6,2,880.87
303,98021,601,29885,10334,3.5,1.5,3.8,4,7.2,14.6,12.3,23.4,14,15.7,8,1553.23
304,98024,164,6220,2118,2.3,0.7,3.2,5.7,6.8,6.8,18,21.5,14.9,20.1,1,722.43
305,98020,462,19996,8530,4.8,2.4,4.7,8.2,9,15.4,10.8,16.5,10.5,17.6,8,1648.26
306,99224,142,21048,8329,7.2,3,9.4,10.3,14.5,16.5,14.5,13.9,5.5,5.2,42,454.52
307,99301,220,76388,22467,5.8,5.1,8.4,9.1,13.1,22.3,15.9,13.7,3.7,2.9,7,745.85
308,98019,324,11272,4098,3.7,2.2,5.1,3.3,7.5,11.6,13,21,18,14.6,0,614.22
309,98028,513,21791,8227,4.8,2.1,5.1,3.9,9,14.3,14.7,22.2,11.9,11.9,12,1322.19
310,98029,706,26486,10547,4,2,3,5.3,7.7,11.8,13.9,21,11.6,19.7,30,687.98
311,98007,505,27050,10639,6.8,3.4,5.8,3.7,8.6,16.9,12.1,21,9.8,11.8,19,1588.84
312,98031,348,36990,12382,3.7,4.2,6.7,6.6,13.3,19.1,13.3,19.4,8.4,5.4,3,1278.01
313,98012,862,58206,21330,2.4,1.8,4.6,4.9,10,16,17.4,23.1,11.7,8.1,2,1324.83
314,98033,915,37629,15883,3.7,1.1,4.7,3.8,7.8,11.7,11.7,22.6,13.3,19.6,39,2161.28
315,98034,808,42665,17194,3.7,3,4,6.3,11.6,14.6,13.7,22.6,10.7,9.9,25,2053.31
316,98036,475,38536,14215,5,3.9,9.6,6.9,11.7,17.4,12.2,16.1,11,6.3,38,1585
317,98037,258,28359,10326,5.3,2.9,9.1,7.7,14.4,19.1,13.2,17.5,7.4,3.3,24,1457.72
318,98011,519,31674,12820,3.9,2.3,5.9,7.2,10.4,16.4,13.1,20.2,10.2,10.4,46,1428.69
319,98039,239,3169,1141,4.3,0.4,4.2,1.1,7.2,8.5,3.8,13.2,10.1,47.2,0,.
320,98040,922,24467,9820,4.7,1.6,4.3,4,4.7,9.2,9.4,18.4,11.9,31.7,29,2002.48
321,98008,676,24763,9038,2.4,2.6,4.4,6.8,11.5,14.9,14.4,16.7,10.3,16,15,2089.6
322,98042,443,45860,16059,2.4,1.4,3.1,5.6,8.4,17.2,17.5,25.9,9.8,8.8,14,1216.78
323,98032,234,36414,13567,6.9,4.6,11.3,13.2,14.6,20.2,10.7,10.3,5.7,2.6,20,1040.58
324,98022,153,21908,8474,4.2,3.3,8.7,9.1,12.5,16.8,11.5,19.4,9.1,5.4,2,1149.13
325,98208,449,56922,20028,3.7,2.2,6.2,7.2,11.3,17,18.9,20.9,8.4,4.3,13,1312.59
326,98103,828,49364,23311,3.6,2.1,4.6,5.9,11.2,18.1,11.4,19.8,10.4,12.8,17,2317.78
327,98577,21,6752,2713,7.4,5.7,15,14.6,17.2,17.4,10.4,9.7,2.2,0.5,0,222.7
328,98580,90,11046,3974,7,2.2,10.3,9.3,9.4,25,11.3,15.1,7.3,3.1,0,383.82
329,98329,121,10682,3818,1.5,4.4,5.8,9.1,13.2,20,16.1,15.8,8.3,5.7,0,598.39
330,98321,120,15144,5082,3.1,2.6,6.1,7.6,9.1,17.3,17,22.6,10.9,3.7,0,558.78
331,98310,130,20499,8682,7,5,11.1,9.8,15.3,23,14,10,3.7,1.1,2,973.85
332,98606,144,9015,3060,3.6,2.3,4.4,3.3,10.9,22.3,16.4,18,10,8.7,0,555.24
333,98607,532,30963,10543,2.4,1.2,4.8,6.6,9,15.7,15,25,10,10.3,15,833.13
334,98296,449,29124,9689,3.5,0.9,4.3,2.6,4.3,10.2,19.8,23.6,15.4,15.4,2,1231.08
335,98290,385,34218,12431,3.6,3,6.1,6.2,9.9,17.3,14.4,21.5,9.4,8.6,11,1357.75
336,98277,230,37932,15647,8.3,3.3,8.1,10.5,16,20.6,13.9,13.1,3.9,2.2,4,1047.1
337,98273,160,29994,10591,7.8,5,10.7,10.1,14.2,20.3,13.6,11.9,4.2,2.2,24,1078.09
338,98272,272,29539,8855,3.3,2,6.4,5.1,10.4,19.1,16.2,22.8,8.5,6.2,18,949.39
339,98642,326,17519,6291,2.4,2.5,4.1,6.9,9.4,17.9,15.2,21.5,8.2,11.9,35,546.91
340,98260,133,5600,2591,6,4.7,5.3,7.7,13,21.3,12.6,18.8,6.2,4.4,6,719.98
341,98258,438,32370,11052,4.2,1.5,3.5,5.4,9.7,18.6,18.2,24.9,9.4,4.7,9,1121.74
342,98356,8,2173,920,9.8,5.4,12.7,21.3,15.5,22.9,7.7,4.6,0,0,1,239.71
343,98257,49,3828,1739,5.7,4.7,9.7,8.1,15.6,24.7,10.8,13.3,4.6,2.9,2,303.67
344,98367,286,28520,10366,4.4,2.6,5.4,7.5,11.8,19.4,18.6,19.4,8.2,2.8,0,970.93
345,98370,356,29480,11448,3.2,3.2,7.3,8.1,11.5,18.3,14.4,22,7,5,14,836.94
346,98408,68,19585,7072,8,3.6,12.2,10.1,14.5,22,12.9,11.4,2.3,2.8,3,1146.58
347,98406,231,23034,9553,6.1,3.9,9.5,7.1,11.7,17.5,16.4,17.2,6.6,3.9,4,1415.65
348,98466,279,27103,11174,5.1,4.5,9.8,11.9,13.3,19.5,12.6,13.1,5.2,5.2,6,1304.38
349,98501,566,41415,16957,5.6,3,9.3,7.2,12,18,16.1,17.5,5.4,6,41,903.46
350,98502,436,31492,13045,9.7,3.8,8.5,7,12.6,14.6,13.4,17.7,5.2,7.4,26,777.6
351,98503,283,37678,14930,5.9,2.8,7.9,11.8,15.1,22.6,16,13.7,3.2,1.1,24,909.57
352,98403,108,7758,4299,8.3,5.7,7,10.4,14.1,20.1,8.4,13.9,6.1,5.9,8,1023.68
353,98512,253,29666,11600,4.7,3.7,7.8,5.9,12.2,21.1,18,15.8,7.8,3,14,806.57
354,98513,289,34174,12379,4.4,2.3,5,7,13.1,23.5,17.1,18.1,6.2,3.2,4,768.75
355,98516,318,22697,8714,5.1,3.8,4.1,7.2,10.9,23.1,14.8,18,7.5,5.5,21,565.07
356,98402,95,6023,3355,19.4,9.5,10.3,7.3,9.3,17,10.1,12,3.8,1.3,39,255.46
357,98391,485,48861,16231,2.5,1.6,4.2,4.4,9.7,18.5,16.4,25.2,10.4,7.2,2,1106.53
358,98388,99,6556,2520,5.5,2.9,5.2,8,11.9,20.8,13.5,18.4,6,7.9,1,564.05
359,98387,196,45428,15221,4.3,3.5,5.6,7.9,13.9,26.8,15.9,16.3,4,1.9,2,595.82
360,98373,184,22885,8550,3,2.6,6.9,10,15.9,21.3,15.6,14,6.6,4,6,947.45
361,98368,286,15478,7159,7.7,7.6,10.4,11.2,13.9,16.6,14.4,10.5,3.5,4.3,15,920.05
362,98250,184,7683,3536,4.6,4,7.7,8.9,13,20,15.5,14.3,5,7,11,296.78
363,98249,84,4146,1920,3.5,6.2,10.1,8.4,16.7,18.5,10,16.4,4.6,5.6,4,632.03
364,98662,229,32457,12007,4.4,2.6,11,10.3,15.7,22.3,14,14,3.7,2.1,26,766.45
365,98122,631,35445,17119,6.4,5.3,7.5,8,12.1,16,10.8,16.1,6.4,11.4,34,1784.67
366,98121,413,14678,10066,9.7,6.3,6.5,5.7,7.3,9.5,14.7,17.6,8.2,14.4,134,1934.18
367,98119,485,24567,11911,4.4,3.4,5.5,5.5,12.2,16.5,13.2,14.8,7.1,17.4,7,1934.18
368,98118,589,44686,16039,10.4,5.1,7.6,9.3,10.3,17,12.6,14.7,7.1,5.9,6,1607.47
369,98117,732,32682,14039,2.7,2.7,5,5.3,7.8,16,12.7,22.1,12.3,13.5,9,2345.21
370,98116,568,25234,11860,3.5,1.5,6.2,7.6,11.2,13.8,11.4,17.5,14.9,12.4,2,2213.57
371,98115,898,50258,21330,4.9,2.1,5.1,5.9,9.1,13.2,10.8,19.7,11.4,17.8,9,2355.72
372,98112,773,23082,10645,4.6,1.3,3,5.2,8.3,12.1,9.8,17.6,11.3,26.8,2,1894.17
373,98110,756,23576,9655,3.8,3.4,5.6,5.1,7.7,12.3,9.9,21.5,11.7,18.9,10,1075.35
374,98109,514,25906,14729,4.3,0.2,3.6,5.4,9.7,15.6,17.4,21.2,12.1,10.6,190,1441.22
375,98108,290,24351,8336,8.8,5.2,10,10.2,13.1,16.6,10.4,15.2,6.2,4.3,14,1338.5
376,98107,552,24179,12429,3.9,2.7,4.5,7.2,7.9,17.5,16.5,21.3,7.4,11.1,30,2041.55
377,98106,345,25846,10454,6.6,5.5,8.5,10.3,15.5,16.3,11.6,15.6,6.3,3.6,5,1467.59
378,98105,659,46514,15779,20.2,5.1,7.4,6.7,9.5,12.6,8,10.6,6.6,13.3,52,2751.9
379,99019,96,10594,4149,6.6,1.1,6.4,5.6,15.1,18.2,11.5,14.7,10.3,10.4,11,507.84
380,98125,630,39692,18188,7.7,4.4,10.6,7.4,12.1,17.8,11.1,13.5,8,7.4,35,1985.76
381,98136,374,16090,7223,2.9,0.9,5.7,7.5,8.1,14.5,9.7,24,11.3,15.4,5,1993.73
382,98144,581,30090,12594,9.7,4.9,8,8.3,10.1,15.9,11.7,14,8.6,8.9,6,2041.57
383,98901,51,32349,9918,11.2,6.5,15.3,13.9,18.3,14.6,9.6,6.9,1.7,2,25,436.73
384,98245,112,3854,1892,6.1,6.7,14.9,12,14,14.5,12.2,10.7,3.2,5.8,3,221.37
385,98682,421,56211,18565,3.2,2.8,7.6,9.7,13.7,21.8,18.4,16.1,4.5,2.2,1,688
386,98229,410,30812,12187,4.8,4.4,9.2,11,11.8,19.9,12.8,13.8,7.3,4.9,5,1214.65
387,98226,360,41740,16294,7.1,5.1,10.9,8.1,11.5,19.4,15.8,13.5,5.5,3.2,32,1161.65
388,98225,404,49240,19623,12.3,6.2,13.9,12.2,12.5,17.1,9.8,9.1,4,2.8,28,1935.08
389,98223,247,41489,15093,5.2,3.1,6.6,7.3,10.6,18.3,16.8,20.9,7.5,3.6,28,1051.94
390,98221,354,20860,9142,5.4,3.9,9.2,8.6,12.8,18.4,14.1,15,6,6.5,12,1092.3
391,98101,349,12044,8213,11.7,6.7,10.4,6.6,7.8,10.9,11.5,13.8,8.2,12.4,167,1170.48
392,98422,284,20876,7510,3,1.7,3.8,5.2,9.3,19.7,15.9,22.2,10.3,8.9,3,1094.24
393,98201,206,28437,12631,12,6.1,12.8,8.3,13.9,17.7,12.6,11.2,2.9,2.4,28,1421.46
394,98199,596,21017,9267,1.7,1.1,5.1,5.1,11.7,14.9,13,14.4,13.8,19.2,4,1928.59
395,98198,231,36768,13382,4.8,3.6,8.1,10,16,21.3,13.9,13.7,4.3,4.3,14,1276.01
396,98848,30,12234,3562,3.5,2.7,14.3,10.5,15.8,27.4,14.4,8,2.5,1,5,326.65
397,98177,599,19925,7951,3.7,2.4,4.1,6.8,7.4,15.7,11.6,19.4,11.7,17.3,0,1744.25
398,98168,219,32605,11472,6.2,5,10.3,10.9,17,19.6,11.2,13.1,5.1,1.4,8,1332.52
399,98166,336,21018,8372,4.6,4,6.6,8.8,13.1,17.2,13.4,12.9,9.8,9.5,13,1440.54
400,98837,104,41130,14339,7.4,4.7,12,11.8,15.3,18.8,13.2,9.7,5,2.1,18,764.3
401,98001,315,31664,10871,4.6,2.6,4.8,7,11.2,20.8,18.2,18.9,6.8,5.1,29,1175.72